accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR17192665	SRP350197	new	PRJNA787774	SAMN23844036	H151	H151	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H151_S58_R1.fastq.gz	H151_S58_R2.fastq.gz				
SRR17192664	SRP350197	new	PRJNA787774	SAMN23844037	H153	H153	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H153_S145_R1.fastq.gz	H153_S145_R2.fastq.gz				
SRR17192663	SRP350197	new	PRJNA787774	SAMN23844038	H154	H154	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H154-redeposit_S7_R1.fastq.gz	H154-redeposit_S7_R2.fastq.gz				
SRR17192662	SRP350197	new	PRJNA787774	SAMN23844039	H155	H155	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H155-redeposit_S10_R1.fastq.gz	H155-redeposit_S10_R2.fastq.gz				
SRR17192661	SRP350197	new	PRJNA787774	SAMN23844040	H160	H160	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H160-redeposit_S11_R1.fastq.gz	H160-redeposit_S11_R2.fastq.gz				
SRR17192660	SRP350197	new	PRJNA787774	SAMN23844041	H164	H164	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H164_S148_R1.fastq.gz	H164_S148_R2.fastq.gz				
SRR17192659	SRP350197	new	PRJNA787774	SAMN23844042	H172	H172	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H172_S149_R1.fastq.gz	H172_S149_R2.fastq.gz				
SRR17192658	SRP350197	new	PRJNA787774	SAMN23844043	H177	H177	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H177_S6_R1.fastq.gz	H177_S6_R2.fastq.gz				
SRR17192657	SRP350197	new	PRJNA787774	SAMN23844044	H183	H183	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H183_S7_R1.fastq.gz	H183_S7_R2.fastq.gz				
SRR17192464	SRP350197	new	PRJNA787774	SAMN23844045	H187	H187	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H187_S4_R1.fastq.gz	H187_S4_R2.fastq.gz				
SRR17192462	SRP350197	new	PRJNA787774	SAMN23844046	H190	H190	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H190_S9_R1.fastq.gz	H190_S9_R2.fastq.gz				
SRR17192461	SRP350197	new	PRJNA787774	SAMN23844047	H191	H191	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H191_S10_R1.fastq.gz	H191_S10_R2.fastq.gz				
SRR17192460	SRP350197	new	PRJNA787774	SAMN23844048	H194	H194	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H194_S103_R1.fastq.gz	H194_S103_R2.fastq.gz				
SRR17192459	SRP350197	new	PRJNA787774	SAMN23844049	H196	H196	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H196_S105_R1.fastq.gz	H196_S105_R2.fastq.gz				
SRR17192458	SRP350197	new	PRJNA787774	SAMN23844050	H198-1	H198-1	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H198_S8_R1.fastq.gz	H198_S8_R2.fastq.gz				
SRR17192457	SRP350197	new	PRJNA787774	SAMN23844051	H200	H200	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H200_S106_R1.fastq.gz	H200_S106_R2.fastq.gz				
SRR17192456	SRP350197	new	PRJNA787774	SAMN23844052	H204	H204	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H204_S107_R1.fastq.gz	H204_S107_R2.fastq.gz				
SRR17192455	SRP350197	new	PRJNA787774	SAMN23844053	H205	H205	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H205_S108_R1.fastq.gz	H205_S108_R2.fastq.gz				
SRR17192454	SRP350197	new	PRJNA787774	SAMN23844054	H207	H207	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H207_S109_R1.fastq.gz	H207_S109_R2.fastq.gz				
SRR17192453	SRP350197	new	PRJNA787774	SAMN23844055	H217	H217	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H217_S110_R1.fastq.gz	H217_S110_R2.fastq.gz				
SRR17192450	SRP350197	new	PRJNA787774	SAMN23844056	H225	H225	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H225_S114_R1.fastq.gz	H225_S114_R2.fastq.gz				
SRR17192449	SRP350197	new	PRJNA787774	SAMN23844057	H228	H228	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H228_S115_R1.fastq.gz	H228_S115_R2.fastq.gz				
SRR17192448	SRP350197	new	PRJNA787774	SAMN23844058	H231	H231	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H231_S276_R1.fastq.gz	H231_S276_R2.fastq.gz				
SRR17192447	SRP350197	new	PRJNA787774	SAMN23844059	H236	H236	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H236_S6_R1.fastq.gz	H236_S6_R2.fastq.gz				
SRR17192446	SRP350197	new	PRJNA787774	SAMN23844060	H239	H239	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H239_S7_R1.fastq.gz	H239_S7_R2.fastq.gz				
SRR17192445	SRP350197	new	PRJNA787774	SAMN23844061	H241	H241	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H241_S8_R1.fastq.gz	H241_S8_R2.fastq.gz				
SRR17192444	SRP350197	new	PRJNA787774	SAMN23844062	H242	H242	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H242_S271_R1.fastq.gz	H242_S271_R2.fastq.gz				
SRR17192443	SRP350197	new	PRJNA787774	SAMN23844063	H245	H245	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H245_S9_R1.fastq.gz	H245_S9_R2.fastq.gz				
SRR17192442	SRP350197	new	PRJNA787774	SAMN23844064	H248	H248	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H248_S10_R1.fastq.gz	H248_S10_R2.fastq.gz				
SRR17192441	SRP350197	new	PRJNA787774	SAMN23844065	H249	H249	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H249_S83_R1.fastq.gz	H249_S83_R2.fastq.gz				
SRR17192439	SRP350197	new	PRJNA787774	SAMN23844066	H26	H26	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H26_S57_R1.fastq.gz	H26_S57_R2.fastq.gz				
SRR17192438	SRP350197	new	PRJNA787774	SAMN23844067	H265	H265	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H265_S151_R1.fastq.gz	H265_S151_R2.fastq.gz				
SRR17192437	SRP350197	new	PRJNA787774	SAMN23844068	H267	H267	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H267_S5_R1.fastq.gz	H267_S5_R2.fastq.gz				
SRR17192436	SRP350197	new	PRJNA787774	SAMN23844069	H268	H268	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H268_S152_R1.fastq.gz	H268_S152_R2.fastq.gz				
SRR17192435	SRP350197	new	PRJNA787774	SAMN23844070	H277	H277	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H277_S113_R1.fastq.gz	H277_S113_R2.fastq.gz				
SRR17192434	SRP350197	new	PRJNA787774	SAMN23844071	H282	H282	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H282_S150_R1.fastq.gz	H282_S150_R2.fastq.gz				
SRR17192433	SRP350197	new	PRJNA787774	SAMN23844072	H283	H283	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H283_S147_R1.fastq.gz	H283_S147_R2.fastq.gz				
SRR17192432	SRP350197	new	PRJNA787774	SAMN23844073	H286	H286	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H286_S149_R1.fastq.gz	H286_S149_R2.fastq.gz				
SRR17192431	SRP350197	new	PRJNA787774	SAMN23844074	H287	H287	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H287_S159_R1.fastq.gz	H287_S159_R2.fastq.gz				
SRR17192430	SRP350197	new	PRJNA787774	SAMN23844075	H288	H288	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H288_S158_R1.fastq.gz	H288_S158_R2.fastq.gz				
SRR17192428	SRP350197	new	PRJNA787774	SAMN23844076	H289	H289	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H289_S92_R1.fastq.gz	H289_S92_R2.fastq.gz				
SRR17192427	SRP350197	new	PRJNA787774	SAMN23844077	H29	H29	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H29_S189_R1.fastq.gz	H29_S189_R2.fastq.gz				
SRR17192426	SRP350197	new	PRJNA787774	SAMN23844078	H290	H290	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H290_S90_R1.fastq.gz	H290_S90_R2.fastq.gz				
SRR17192425	SRP350197	new	PRJNA787774	SAMN23844079	H293	H293	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H293_S39_R1.fastq.gz	H293_S39_R2.fastq.gz				
SRR17192424	SRP350197	new	PRJNA787774	SAMN23844080	H294	H294	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H294_S155_R1.fastq.gz	H294_S155_R2.fastq.gz				
SRR17192423	SRP350197	new	PRJNA787774	SAMN23844081	H295	H295	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H295-redeposit_S8_R1.fastq.gz	H295-redeposit_S8_R2.fastq.gz				
SRR17192422	SRP350197	new	PRJNA787774	SAMN23844082	H298	H298	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H298_S109_R1.fastq.gz	H298_S109_R2.fastq.gz				
SRR17192421	SRP350197	new	PRJNA787774	SAMN23844083	H3	H3	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H3_S195_R1.fastq.gz	H3_S195_R2.fastq.gz				
SRR17192420	SRP350197	new	PRJNA787774	SAMN23844084	H307	H307	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H307_S275_R1.fastq.gz	H307_S275_R2.fastq.gz				
SRR17192419	SRP350197	new	PRJNA787774	SAMN23844085	H308	H308	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H308_S143_R1.fastq.gz	H308_S143_R2.fastq.gz				
SRR17192417	SRP350197	new	PRJNA787774	SAMN23844086	H31	H31	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H31_S108_R1.fastq.gz	H31_S108_R2.fastq.gz				
SRR17192416	SRP350197	new	PRJNA787774	SAMN23844087	H311	H311	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H311_S265_R1.fastq.gz	H311_S265_R2.fastq.gz				
SRR17192415	SRP350197	new	PRJNA787774	SAMN23844088	H315	H315	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H315_S94_R1.fastq.gz	H315_S94_R2.fastq.gz				
SRR17192414	SRP350197	new	PRJNA787774	SAMN23844089	H32	H32	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H32_S204_R1.fastq.gz	H32_S204_R2.fastq.gz				
SRR17192413	SRP350197	new	PRJNA787774	SAMN23844090	H322	H322	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H322-redeposit_S2_R1.fastq.gz	H322-redeposit_S2_R2.fastq.gz				
SRR17192412	SRP350197	new	PRJNA787774	SAMN23844091	H327	H327	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H327_S105_R1.fastq.gz	H327_S105_R2.fastq.gz				
SRR17192411	SRP350197	new	PRJNA787774	SAMN23844092	H332	H332	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H332_S274_R1.fastq.gz	H332_S274_R2.fastq.gz				
SRR17192410	SRP350197	new	PRJNA787774	SAMN23844093	H339	H339	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H339_S261_R1.fastq.gz	H339_S261_R2.fastq.gz				
SRR17192409	SRP350197	new	PRJNA787774	SAMN23844094	H340	H340	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H340_S111_R1.fastq.gz	H340_S111_R2.fastq.gz				
SRR17192408	SRP350197	new	PRJNA787774	SAMN23844095	H341	H341	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H341_S75_R1.fastq.gz	H341_S75_R2.fastq.gz				
SRR17192406	SRP350197	new	PRJNA787774	SAMN23844096	H342	H342	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H342_S8_R1.fastq.gz	H342_S8_R2.fastq.gz				
SRR17192405	SRP350197	new	PRJNA787774	SAMN23844097	H343	H343	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H343_S74_R1.fastq.gz	H343_S74_R2.fastq.gz				
SRR17192404	SRP350197	new	PRJNA787774	SAMN23844098	H348	H348	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H348_S148_R1.fastq.gz	H348_S148_R2.fastq.gz				
SRR17192403	SRP350197	new	PRJNA787774	SAMN23844099	H35	H35	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H35_S65_R1.fastq.gz	H35_S65_R2.fastq.gz				
SRR17192402	SRP350197	new	PRJNA787774	SAMN23844100	H359	H359	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H359_S13_R1.fastq.gz	H359_S13_R2.fastq.gz				
SRR17192401	SRP350197	new	PRJNA787774	SAMN23844101	H360	H360	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H360_S105_R1.fastq.gz	H360_S105_R2.fastq.gz				
SRR17192496	SRP350197	new	PRJNA787774	SAMN23844102	H39	H39	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H39_S46_R1.fastq.gz	H39_S46_R2.fastq.gz				
SRR17192495	SRP350197	new	PRJNA787774	SAMN23844103	H42	H42	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H42_S271_R1.fastq.gz	H42_S271_R2.fastq.gz				
SRR17192494	SRP350197	new	PRJNA787774	SAMN23844104	H49	H49	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H49_S266_R1.fastq.gz	H49_S266_R2.fastq.gz				
SRR17192493	SRP350197	new	PRJNA787774	SAMN23844105	H5	H5	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H5-redeposit_S5_R1.fastq.gz	H5-redeposit_S5_R2.fastq.gz				
SRR17192491	SRP350197	new	PRJNA787774	SAMN23844106	H66	H66	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H66_S191_R1.fastq.gz	H66_S191_R2.fastq.gz				
SRR17192490	SRP350197	new	PRJNA787774	SAMN23844107	H7	H7	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H7_S268_R1.fastq.gz	H7_S268_R2.fastq.gz				
SRR17192489	SRP350197	new	PRJNA787774	SAMN23844108	H71	H71	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H71_S63_R1.fastq.gz	H71_S63_R2.fastq.gz				
SRR17192488	SRP350197	new	PRJNA787774	SAMN23844109	H73	H73	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H73_S193_R1.fastq.gz	H73_S193_R2.fastq.gz				
SRR17192487	SRP350197	new	PRJNA787774	SAMN23844110	H74	H74	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H74_S144_R1.fastq.gz	H74_S144_R2.fastq.gz				
SRR17192486	SRP350197	new	PRJNA787774	SAMN23844111	H76	H76	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H76_S107_R1.fastq.gz	H76_S107_R2.fastq.gz				
SRR17192485	SRP350197	new	PRJNA787774	SAMN23844112	H78	H78	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H78_S67_R1.fastq.gz	H78_S67_R2.fastq.gz				
SRR17192484	SRP350197	new	PRJNA787774	SAMN23844113	H79	H79	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H79_S66_R1.fastq.gz	H79_S66_R2.fastq.gz				
SRR17192483	SRP350197	new	PRJNA787774	SAMN23844114	H82	H82	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H82_S55_R1.fastq.gz	H82_S55_R2.fastq.gz				
SRR17192482	SRP350197	new	PRJNA787774	SAMN23844115	H84	H84	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H84_S64_R1.fastq.gz	H84_S64_R2.fastq.gz				
SRR17192480	SRP350197	new	PRJNA787774	SAMN23844116	H85	H85	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H85_S9_R1.fastq.gz	H85_S9_R2.fastq.gz				
SRR17192479	SRP350197	new	PRJNA787774	SAMN23844117	H87	H87	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H87_S8_R1.fastq.gz	H87_S8_R2.fastq.gz				
SRR17192478	SRP350197	new	PRJNA787774	SAMN23844118	H88	H88	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H88_S142_R1.fastq.gz	H88_S142_R2.fastq.gz				
SRR17192477	SRP350197	new	PRJNA787774	SAMN23844119	H93	H93	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H93_S1_R1.fastq.gz	H93_S1_R2.fastq.gz				
SRR17192476	SRP350197	new	PRJNA787774	SAMN23844120	H94	H94	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H94_S150_R1.fastq.gz	H94_S150_R2.fastq.gz				
SRR17192475	SRP350197	new	PRJNA787774	SAMN23844121	H97	H97	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H97_S47_R1.fastq.gz	H97_S47_R2.fastq.gz				
SRR17192474	SRP350197	new	PRJNA787774	SAMN23844122	H99	H99	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	H99_S143_R1.fastq.gz	H99_S143_R2.fastq.gz				
SRR17192473	SRP350197	new	PRJNA787774	SAMN23844123	OI13	OI13	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI13_S107_R1.fastq.gz	OI13_S107_R2.fastq.gz				
SRR17192472	SRP350197	new	PRJNA787774	SAMN23844124	OI14	OI14	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI14_S108_R1.fastq.gz	OI14_S108_R2.fastq.gz				
SRR17192471	SRP350197	new	PRJNA787774	SAMN23844125	OI15	OI15	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI15_S109_R1.fastq.gz	OI15_S109_R2.fastq.gz				
SRR17192469	SRP350197	new	PRJNA787774	SAMN23844126	OI17	OI17	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI17_S110_R1.fastq.gz	OI17_S110_R2.fastq.gz				
SRR17192468	SRP350197	new	PRJNA787774	SAMN23844127	OI18	OI18	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI18_S111_R1.fastq.gz	OI18_S111_R2.fastq.gz				
